,MüşteriID,Güncelik,Alışveriş Sıklığı,Toplam Harcama,R_Skoru,F_Skoru,M_Skoru,RFM_Skoru,Segment
507,13327.0,158,4,2084.42,2,4,4,244,Others
508,13329.0,122,2,789.0,3,3,3,333,Others
509,13330.0,124,2,805.11,3,3,3,333,Others
510,13334.0,162,2,2731.84,2,3,4,234,Others
511,13338.0,218,1,487.02,2,1,3,213,Others
512,13340.0,130,1,3678.0299999999997,2,1,4,214,Others
513,13344.0,161,3,2543.7200000000003,2,3,4,234,Others
514,13348.0,183,1,233.76000000000002,2,1,1,211,Others
515,13351.0,245,1,373.94,1,1,2,112,Others
516,13352.0,62,1,397.98,3,1,2,312,Others
517,13355.0,94,1,674.7,3,1,3,313,Others
518,13359.0,154,1,439.56,2,1,2,212,Others
519,13362.0,129,1,768.83,2,1,3,213,Others
520,13365.0,183,2,2225.37,2,3,4,234,Others
521,13368.0,193,1,35.400000000000006,2,1,1,211,Others
522,13369.0,455,1,308.28000000000003,1,1,2,112,Others
523,13370.0,639,1,754.87,1,1,3,113,Others
524,13372.0,32,1,378.64,4,1,2,412,Others
525,13373.0,62,3,3312.25,3,3,4,334,Others
526,13375.0,2,1,778.65,4,1,3,413,Others
527,13376.0,336,1,249.76,1,1,2,112,Others
528,13379.0,304,1,299.53,1,1,2,112,Others
529,13381.0,32,2,1177.98,4,3,4,434,Others
530,13382.0,252,1,222.99,1,1,1,111,Others
531,13384.0,91,2,1305.44,3,3,4,334,Others
532,13394.0,34,4,1218.27,4,4,4,444,Loyal Champion
533,13395.0,158,1,307.72,2,1,2,212,Others
534,13396.0,61,1,973.72,3,1,3,313,Others
535,13397.0,96,2,678.62,3,3,3,333,Others
536,13402.0,247,2,621.23,1,3,3,133,Others
537,13404.0,36,2,252.49,4,3,2,432,Others
538,13408.0,4,22,10221.25,4,4,4,444,Loyal Champion
539,13410.0,219,1,140.4,2,1,1,211,Others
540,13414.0,218,1,467.7,2,1,2,212,Others
541,13417.0,213,1,404.83,2,1,2,212,Others
542,13418.0,36,11,3642.99,4,4,4,444,Loyal Champion
543,13419.0,154,1,221.06,2,1,1,211,Others
544,13422.0,184,1,2626.3,2,1,4,214,Others
545,13426.0,32,5,2017.3200000000002,4,4,4,444,Loyal Champion
546,13427.0,33,2,464.86,4,3,2,432,Others
547,13429.0,62,1,165.72,3,1,1,311,Others
548,13431.0,2,2,1269.1,4,3,4,434,Others
549,13434.0,246,1,72.84,1,1,1,111,Others
550,13435.0,217,3,1137.28,2,3,4,234,Others
551,13436.0,121,1,196.89,3,1,1,311,Others
552,13437.0,122,4,2374.81,3,4,4,344,Others
553,13441.0,93,1,296.64,3,1,2,312,Others
554,13447.0,183,2,654.01,2,3,3,233,Others
555,13448.0,220,4,1423.26,1,4,4,144,Others
556,13450.0,32,4,1289.34,4,4,4,444,Loyal Champion
557,13451.0,5,3,1852.51,4,3,4,434,Others
558,13455.0,486,1,692.94,1,1,3,113,Others
559,13456.0,154,2,884.7600000000001,2,3,3,233,Others
560,13458.0,7,8,5803.16,4,4,4,444,Loyal Champion
561,13460.0,61,1,75.98,3,1,1,311,Others
562,13461.0,334,1,560.8,1,1,3,113,Others
563,13462.0,341,1,151.5,1,1,1,111,Others
564,13464.0,1,1,674.68,4,1,3,413,Others
565,13466.0,127,1,307.90000000000003,2,1,2,212,Others
566,13467.0,275,1,782.46,1,1,3,113,Others
567,13468.0,1,21,3397.3,4,4,4,444,Loyal Champion
568,13470.0,336,1,49.5,1,1,1,111,Others
569,13471.0,121,2,985.18,3,3,3,333,Others
570,13473.0,40,2,422.64,4,3,2,432,Others
571,13475.0,189,2,525.26,2,3,3,233,Others
572,13476.0,283,1,727.6,1,1,3,113,Others
573,13477.0,6,2,421.59,4,3,2,432,Others
574,13483.0,215,1,140.34,2,1,1,211,Others
575,13484.0,7,1,313.8,4,1,2,412,Others
576,13486.0,157,2,819.61,2,3,3,233,Others
577,13487.0,67,1,215.65000000000003,3,1,1,311,Others
578,13488.0,10,4,4038.12,4,4,4,444,Loyal Champion
579,13489.0,218,1,51.36,2,1,1,211,Others
580,13491.0,40,5,655.48,4,4,3,443,Others
581,13492.0,97,2,676.1,3,3,3,333,Others
582,13493.0,99,1,439.28,3,1,2,312,Others
583,13494.0,343,1,316.26000000000005,1,1,2,112,Others
584,13495.0,244,3,1483.39,1,3,4,134,Others
585,13497.0,311,2,348.05,1,3,2,132,Others
586,13499.0,61,1,323.62,3,1,2,312,Others
587,13500.0,94,2,668.8,3,3,3,333,Others
588,13502.0,69,1,74.56,3,1,1,311,Others
589,13504.0,184,1,295.93,2,1,2,212,Others
590,13506.0,578,1,301.12,1,1,2,112,Others
591,13507.0,182,2,842.69,2,3,3,233,Others
592,13508.0,68,1,110.97,3,1,1,311,Others
593,13509.0,38,3,265.3,4,3,2,432,Others
594,13510.0,96,3,1239.67,3,3,4,334,Others
595,13513.0,217,1,205.1,2,1,1,211,Others
596,13515.0,190,1,203.4,2,1,1,211,Others
597,13517.0,31,1,516.24,4,1,3,413,Others
598,13520.0,1,3,1592.45,4,3,4,434,Others
599,13521.0,121,2,805.77,3,3,3,333,Others
600,13522.0,91,1,125.80000000000001,3,1,1,311,Others
601,13523.0,183,2,1545.79,2,3,4,234,Others
602,13524.0,250,1,159.20000000000002,1,1,1,111,Others
603,13525.0,221,1,282.88,1,1,2,112,Others
604,13527.0,32,3,921.09,4,3,3,433,Others
605,13531.0,486,1,305.45,1,1,2,112,Others
606,13532.0,183,1,210.31,2,1,1,211,Others
607,13533.0,66,1,124.14999999999999,3,1,1,311,Others
608,13534.0,131,7,1746.18,2,4,4,244,Others
609,13536.0,121,2,1009.0,3,3,3,333,Others
610,13538.0,33,4,728.55,4,4,3,443,Others
611,13539.0,284,1,164.1,1,1,1,111,Others
612,13548.0,68,2,682.41,3,3,3,333,Others
613,13549.0,4,3,370.20000000000005,4,3,2,432,Others
614,13552.0,125,3,909.34,3,3,3,333,Others
615,13557.0,30,2,584.0600000000001,4,3,3,433,Others
616,13558.0,92,3,445.93,3,3,2,332,Others
617,13560.0,302,1,174.37,1,1,1,111,Others
618,13561.0,128,1,141.85999999999999,2,1,1,211,Others
619,13562.0,129,1,603.27,2,1,3,213,Others
620,13564.0,546,1,540.0,1,1,3,113,Others
621,13565.0,101,1,110.17999999999999,3,1,1,311,Others
622,13569.0,517,1,118.32,1,1,1,111,Others
623,13570.0,68,1,239.49,3,1,1,311,Others
624,13571.0,124,5,983.75,3,4,3,343,Others
625,13575.0,1,1,147.41,4,1,1,411,Others
626,13576.0,61,8,3233.78,3,4,4,344,Others
627,13577.0,7,2,728.45,4,3,3,433,Others
628,13579.0,578,1,164.7,1,1,1,111,Others
629,13581.0,284,1,118.0,1,1,1,111,Others
630,13583.0,157,1,781.03,2,1,3,213,Others
631,13584.0,192,1,142.4,2,1,1,211,Others
632,13587.0,154,1,712.4,2,1,3,213,Others
633,13588.0,30,4,1043.85,4,4,3,443,Others
634,13590.0,4,2,513.41,4,3,3,433,Others
635,13591.0,184,1,340.9,2,1,2,212,Others
636,13592.0,67,2,138.39,3,3,1,331,Others
637,13593.0,163,1,559.85,2,1,3,213,Others
638,13596.0,243,1,285.44,1,1,2,112,Others
639,13599.0,7,11,3283.43,4,4,4,444,Loyal Champion
640,13601.0,6,1,373.2,4,1,2,412,Others
641,13602.0,184,1,428.89,2,1,2,212,Others
642,13606.0,60,3,280.54,3,3,2,332,Others
643,13610.0,68,2,235.2,3,3,1,331,Others
644,13611.0,32,1,535.08,4,1,3,413,Others
645,13614.0,32,1,302.15,4,1,2,412,Others
646,13617.0,5,1,131.11,4,1,1,411,Others
647,13623.0,91,2,342.84999999999997,3,3,2,332,Others
648,13626.0,341,1,257.23,1,1,2,112,Others
649,13627.0,31,1,304.29,4,1,2,412,Others
650,13629.0,91,5,3604.0,3,4,4,344,Others
651,13630.0,127,3,984.7,2,3,3,233,Others
652,13631.0,336,1,52.5,1,1,1,111,Others
653,13632.0,68,1,261.58,3,1,2,312,Others
654,13634.0,37,2,466.29,4,3,2,432,Others
655,13635.0,276,1,1071.03,1,1,4,114,Others
656,13636.0,94,3,657.27,3,3,3,333,Others
657,13637.0,219,1,262.25,2,1,2,212,Others
658,13642.0,128,1,354.8,2,1,2,212,Others
659,13643.0,122,3,519.44,3,3,3,333,Others
660,13645.0,33,1,252.1,4,1,2,412,Others
661,13649.0,486,1,197.8,1,1,1,111,Others
662,13650.0,2,3,792.58,4,3,3,433,Others
663,13651.0,244,1,15.0,1,1,1,111,Others
664,13652.0,547,1,308.8,1,1,2,112,Others
665,13654.0,37,2,798.24,4,3,3,433,Others
666,13655.0,7,1,383.65,4,1,2,412,Others
667,13656.0,193,1,162.70000000000002,2,1,1,211,Others
668,13662.0,36,1,305.24,4,1,2,412,Others
669,13666.0,62,1,20.6,3,1,1,311,Others
670,13668.0,37,9,2249.39,4,4,4,444,Loyal Champion
671,13672.0,39,2,186.39000000000001,4,3,1,431,Others
672,13673.0,153,1,213.6,2,1,1,211,Others
673,13675.0,34,1,178.38000000000002,4,1,1,411,Others
674,13678.0,34,1,232.6,4,1,1,411,Others
675,13680.0,121,3,3029.9700000000003,3,3,4,334,Others
676,13681.0,157,2,531.08,2,3,3,233,Others
677,13682.0,219,1,59.5,2,1,1,211,Others
678,13685.0,62,5,2519.15,3,4,4,344,Others
679,13686.0,66,1,72.0,3,1,1,311,Others
680,13689.0,154,1,910.0,2,1,3,213,Others
681,13690.0,31,1,172.25,4,1,1,411,Others
682,13692.0,67,1,14.95,3,1,1,311,Others
683,13694.0,67,18,19940.56,3,4,4,344,Others
684,13695.0,3,9,1724.47,4,4,4,444,Loyal Champion
685,13697.0,334,1,151.3,1,1,1,111,Others
686,13699.0,157,1,308.58000000000004,2,1,2,212,Others
687,13700.0,7,3,719.98,4,3,3,433,Others
688,13704.0,1,3,650.53,4,3,3,433,Others
689,13705.0,302,2,507.32,1,3,3,133,Others
690,13706.0,70,1,330.79,3,1,2,312,Others
691,13709.0,182,8,3079.64,2,4,4,244,Others
692,13710.0,122,1,180.48,3,1,1,311,Others
693,13711.0,220,2,252.06,1,3,2,132,Others
694,13712.0,160,1,228.84,2,1,1,211,Others
695,13715.0,224,5,1079.34,1,4,4,144,Others
696,13717.0,153,2,389.25,2,3,2,232,Others
697,13718.0,160,1,192.5,2,1,1,211,Others
698,13719.0,183,1,330.79,2,1,2,212,Others
699,13721.0,275,1,524.14,1,1,3,113,Others
700,13722.0,311,1,1463.47,1,1,4,114,Others
701,13723.0,189,1,199.85000000000002,2,1,1,211,Others
702,13725.0,162,2,1168.63,2,3,4,234,Others
703,13726.0,334,1,786.98,1,1,3,113,Others
704,13727.0,30,2,333.48,4,3,2,432,Others
705,13728.0,275,2,377.7,1,3,2,132,Others
706,13730.0,338,1,306.75,1,1,2,112,Others
707,13731.0,160,2,610.59,2,3,3,233,Others
708,13732.0,30,1,491.86,4,1,3,413,Others
709,13736.0,243,1,374.37,1,1,2,112,Others
710,13741.0,96,2,363.13,3,3,2,332,Others
711,13742.0,32,5,954.87,4,4,3,443,Others
712,13743.0,2,4,916.68,4,4,3,443,Others
713,13744.0,216,1,263.2,2,1,2,212,Others
714,13747.0,698,1,79.6,1,1,1,111,Others
715,13748.0,160,4,800.8,2,4,3,243,Others
716,13750.0,163,1,325.44,2,1,2,212,Others
717,13752.0,97,5,887.29,3,4,3,343,Others
718,13754.0,34,1,126.6,4,1,1,411,Others
719,13755.0,154,3,759.66,2,3,3,233,Others
720,13756.0,62,8,3326.6400000000003,3,4,4,344,Others
721,13758.0,101,5,1784.37,3,4,4,344,Others
722,13759.0,183,1,99.0,2,1,1,211,Others
723,13762.0,220,1,306.72,1,1,2,112,Others
724,13763.0,154,1,1714.96,2,1,4,214,Others
725,13764.0,193,1,499.89,2,1,3,213,Others
726,13767.0,34,17,8407.1,4,4,4,444,Loyal Champion
727,13769.0,94,6,1670.8000000000002,3,4,4,344,Others
728,13771.0,184,3,2041.2,2,3,4,234,Others
729,13772.0,183,2,903.71,2,3,3,233,Others
730,13777.0,90,18,12215.310000000001,3,4,4,344,Others
731,13780.0,302,1,243.73000000000002,1,1,1,111,Others
732,13781.0,282,1,127.84,1,1,1,111,Others
733,13782.0,156,2,269.14,2,3,2,232,Others
734,13784.0,40,6,1123.4699999999998,4,4,4,444,Loyal Champion
735,13786.0,517,1,230.4,1,1,1,111,Others
736,13787.0,425,1,106.4,1,1,1,111,Others
737,13790.0,213,1,348.79999999999995,2,1,2,212,Others
738,13791.0,247,1,579.0,1,1,3,113,Others
739,13792.0,245,1,120.95,1,1,1,111,Others
740,13798.0,2,29,21790.46,4,4,4,444,Loyal Champion
741,13800.0,284,1,558.32,1,1,3,113,Others
742,13801.0,245,1,324.8,1,1,2,112,Others
743,13802.0,343,1,969.74,1,1,3,113,Others
744,13804.0,91,4,862.25,3,4,3,343,Others
745,13805.0,306,1,500.24,1,1,3,113,Others
746,13806.0,154,1,256.38,2,1,2,212,Others
747,13807.0,517,1,112.6,1,1,1,111,Others
748,13808.0,155,4,1591.56,2,4,4,244,Others
749,13809.0,162,1,155.05,2,1,1,211,Others
750,13810.0,30,1,246.01000000000002,4,1,1,411,Others
751,13811.0,96,1,333.0,3,1,2,312,Others
752,13812.0,184,1,139.88,2,1,1,211,Others
753,13813.0,32,1,292.24,4,1,2,412,Others
754,13814.0,124,1,961.5799999999999,3,1,3,313,Others
755,13816.0,184,1,371.69,2,1,2,212,Others
756,13817.0,60,1,254.28,3,1,2,312,Others
757,13819.0,39,2,732.05,4,3,3,433,Others
758,13822.0,243,1,163.62,1,1,1,111,Others
759,13823.0,93,1,650.42,3,1,3,313,Others
760,13824.0,7,3,1371.28,4,3,4,434,Others
761,13831.0,220,2,719.3,1,3,3,133,Others
762,13833.0,279,1,384.8,1,1,2,112,Others
763,13835.0,128,2,537.34,2,3,3,233,Others
764,13837.0,6,1,157.54000000000002,4,1,1,411,Others
765,13838.0,243,2,450.25,1,3,2,132,Others
766,13841.0,341,1,85.0,1,1,1,111,Others
767,13842.0,1,6,2137.09,4,4,4,444,Loyal Champion
768,13845.0,184,1,312.98,2,1,2,212,Others
769,13846.0,37,1,252.53,4,1,2,412,Others
770,13848.0,124,2,640.0,3,3,3,333,Others
771,13850.0,306,1,1595.48,1,1,4,114,Others
772,13851.0,216,2,2405.14,2,3,4,234,Others
773,13854.0,2,11,3696.87,4,4,4,444,Loyal Champion
774,13856.0,96,1,124.6,3,1,1,311,Others
775,13860.0,121,1,319.45,3,1,2,312,Others
776,13862.0,40,3,1026.16,4,3,3,433,Others
777,13863.0,190,1,305.78,2,1,2,212,Others
778,13865.0,1,2,277.44,4,3,2,432,Others
779,13867.0,122,2,561.3,3,3,3,333,Others
780,13868.0,302,2,3192.54,1,3,4,134,Others
781,13869.0,125,1,1519.99,3,1,4,314,Others
782,13870.0,152,1,152.75,2,1,1,211,Others
783,13871.0,69,3,1392.0,3,3,4,334,Others
784,13873.0,3,3,389.6,4,3,2,432,Others
785,13875.0,39,2,724.85,4,3,3,433,Others
786,13876.0,154,1,122.7,2,1,1,211,Others
787,13880.0,188,4,837.74,2,4,3,243,Others
788,13881.0,37,9,9414.78,4,4,4,444,Loyal Champion
789,13882.0,91,3,435.34000000000003,3,3,2,332,Others
790,13883.0,220,3,762.37,1,3,3,133,Others
791,13884.0,32,5,787.6,4,4,3,443,Others
792,13885.0,280,1,107.65,1,1,1,111,Others
793,13888.0,3,2,605.63,4,3,3,433,Others
794,13889.0,124,1,416.90000000000003,3,1,2,312,Others
795,13890.0,121,5,913.1500000000001,3,4,3,343,Others
796,13892.0,160,2,395.73,2,3,2,232,Others
797,13894.0,312,1,160.85,1,1,1,111,Others
798,13895.0,30,2,1655.77,4,3,4,434,Others
799,13899.0,69,1,298.5,3,1,2,312,Others
800,13900.0,95,1,8.5,3,1,1,311,Others
801,13901.0,248,1,1561.0900000000001,1,1,4,114,Others
802,13904.0,303,1,131.52,1,1,1,111,Others
803,13908.0,97,3,1461.61,3,3,4,334,Others
804,13911.0,128,3,867.47,2,3,3,233,Others
805,13914.0,275,1,321.07,1,1,2,112,Others
806,13917.0,339,1,65.38,1,1,1,111,Others
807,13919.0,31,2,384.81,4,3,2,432,Others
808,13924.0,121,2,474.73,3,3,3,333,Others
809,13925.0,64,3,298.13,3,3,2,332,Others
810,13928.0,122,1,131.22,3,1,1,311,Others
811,13931.0,216,2,1237.53,2,3,4,234,Others
812,13938.0,244,1,71.66,1,1,1,111,Others
813,13939.0,343,1,184.5,1,1,1,111,Others
814,13940.0,184,1,225.24,2,1,1,211,Others
815,13941.0,32,2,2123.16,4,3,4,434,Others
816,13947.0,215,1,90.60000000000001,2,1,1,211,Others
817,13949.0,152,3,1359.04,2,3,4,234,Others
818,13950.0,160,1,179.31,2,1,1,211,Others
819,13952.0,189,1,1208.31,2,1,4,214,Others
820,13953.0,69,2,911.32,3,3,3,333,Others
821,13954.0,121,1,212.51,3,1,1,311,Others
822,13955.0,126,2,322.96,2,3,2,232,Others
823,13956.0,68,2,330.45,3,3,2,332,Others
824,13959.0,282,2,337.44,1,3,2,132,Others
825,13962.0,129,1,117.6,2,1,1,211,Others
826,13963.0,253,3,548.86,1,3,3,133,Others
827,13969.0,31,9,4016.98,4,4,4,444,Loyal Champion
828,13971.0,31,2,703.36,4,3,3,433,Others
829,13975.0,122,5,2374.52,3,4,4,344,Others
830,13980.0,62,1,200.14,3,1,1,311,Others
831,13982.0,455,1,428.6,1,1,2,112,Others
832,13983.0,1,7,1279.38,4,4,4,444,Loyal Champion
833,13984.0,217,3,689.38,2,3,3,233,Others
834,13985.0,1,8,3181.1,4,4,4,444,Loyal Champion
835,13989.0,215,1,369.41,2,1,2,212,Others
836,13990.0,67,1,311.3,3,1,2,312,Others
837,13992.0,91,1,76.8,3,1,1,311,Others
838,13993.0,32,2,845.3,4,3,3,433,Others
839,13994.0,182,2,924.21,2,3,3,233,Others
840,13995.0,129,1,310.45,2,1,2,212,Others
841,13999.0,30,5,1586.57,4,4,4,444,Loyal Champion
842,14000.0,6,1,635.66,4,1,3,413,Others
843,14001.0,698,1,301.24,1,1,2,112,Others
844,14002.0,187,1,224.79,2,1,1,211,Others
845,14004.0,246,2,957.0,1,3,3,133,Others
846,14005.0,128,1,187.16,2,1,1,211,Others
847,14006.0,7,1,357.65,4,1,2,412,Others
848,14012.0,161,1,328.8,2,1,2,212,Others
849,14013.0,99,1,118.5,3,1,1,311,Others
850,14016.0,338,1,976.58,1,1,3,113,Others
851,14019.0,305,1,416.24,1,1,2,112,Others
852,14020.0,2,1,331.14,4,1,2,412,Others
853,14021.0,6,2,433.0,4,3,2,432,Others
854,14023.0,282,2,584.07,1,3,3,133,Others
855,14024.0,64,2,327.7,3,3,2,332,Others
856,14027.0,62,1,104.82,3,1,1,311,Others
857,14029.0,154,1,302.46,2,1,2,212,Others
858,14030.0,32,7,1816.81,4,4,4,444,Loyal Champion
859,14031.0,192,8,7549.67,2,4,4,244,Others
860,14032.0,7,5,1202.68,4,4,4,444,Loyal Champion
861,14034.0,218,2,473.90999999999997,2,3,3,233,Others
862,14035.0,30,1,300.32,4,1,2,412,Others
863,14037.0,425,1,111.8,1,1,1,111,Others
864,14039.0,183,1,152.2,2,1,1,211,Others
865,14040.0,10,5,2148.57,4,4,4,444,Loyal Champion
866,14044.0,284,1,173.74,1,1,1,111,Others
867,14045.0,193,3,1251.75,2,3,4,234,Others
868,14047.0,163,3,647.37,2,3,3,233,Others
869,14048.0,162,1,409.93,2,1,2,212,Others
870,14049.0,248,1,226.93,1,1,1,111,Others
871,14050.0,122,1,260.38,3,1,2,312,Others
872,14051.0,31,10,6933.57,4,4,4,444,Loyal Champion
873,14053.0,156,2,260.25,2,3,2,232,Others
874,14054.0,215,1,92.46000000000001,2,1,1,211,Others
875,14056.0,36,11,3969.87,4,4,4,444,Loyal Champion
876,14057.0,32,5,1160.15,4,4,4,444,Loyal Champion
877,14060.0,71,6,1970.12,3,4,4,344,Others
878,14062.0,93,2,1965.5,3,3,4,334,Others
879,14064.0,6,3,722.87,4,3,3,433,Others
880,14067.0,154,2,374.7,2,3,2,232,Others
881,14071.0,122,3,307.11,3,3,2,332,Others
882,14073.0,153,1,151.04,2,1,1,211,Others
883,14075.0,213,1,316.78000000000003,2,1,2,212,Others
884,14076.0,306,1,122.47,1,1,1,111,Others
885,14077.0,66,2,227.9,3,3,1,331,Others
886,14078.0,67,3,491.46,3,3,3,333,Others
887,14079.0,156,1,375.1,2,1,2,212,Others
888,14080.0,153,1,45.599999999999994,2,1,1,211,Others
889,14081.0,70,2,934.52,3,3,3,333,Others
890,14082.0,425,1,182.25,1,1,1,111,Others
891,14083.0,38,5,811.3,4,4,3,443,Others
892,14085.0,99,6,1338.71,3,4,4,344,Others
893,14087.0,152,1,194.42,2,1,1,211,Others
894,14088.0,278,4,12777.66,1,4,4,144,Others
895,14092.0,276,4,1013.25,1,4,3,143,Others
896,14096.0,61,6,19798.67,3,4,4,344,Others
897,14098.0,275,1,147.35,1,1,1,111,Others
898,14099.0,33,4,1206.43,4,4,4,444,Loyal Champion
899,14102.0,243,2,467.8,1,3,2,132,Others
900,14104.0,126,1,104.95,2,1,1,211,Others
901,14107.0,246,3,1288.15,1,3,4,134,Others
902,14108.0,91,1,306.58,3,1,2,312,Others
903,14110.0,2,6,2853.15,4,4,4,444,Loyal Champion
904,14111.0,7,2,142.5,4,3,1,431,Others
905,14112.0,99,2,1365.42,3,3,4,334,Others
906,14113.0,182,1,471.9,2,1,3,213,Others
907,14114.0,38,1,191.39999999999998,4,1,1,411,Others
908,14116.0,64,4,1169.82,3,4,4,344,Others
909,14121.0,31,3,2251.67,4,3,4,434,Others
910,14125.0,30,1,1111.08,4,1,4,414,Others
911,14126.0,302,1,62.5,1,1,1,111,Others
912,14127.0,94,2,572.11,3,3,3,333,Others
913,14128.0,62,1,331.96,3,1,2,312,Others
914,14129.0,121,3,519.91,3,3,3,333,Others
915,14132.0,4,7,2261.71,4,4,4,444,Loyal Champion
916,14133.0,306,2,287.64,1,3,2,132,Others
917,14135.0,40,10,3307.25,4,4,4,444,Loyal Champion
918,14138.0,121,2,982.38,3,3,3,333,Others
919,14140.0,122,2,935.05,3,3,3,333,Others
920,14141.0,31,2,425.82000000000005,4,3,2,432,Others
921,14142.0,698,1,311.81,1,1,2,112,Others
922,14145.0,187,3,2851.2,2,3,4,234,Others
923,14146.0,333,1,1225.16,1,1,4,114,Others
924,14149.0,281,1,446.62,1,1,2,112,Others
925,14150.0,244,1,352.46,1,1,2,112,Others
926,14156.0,1,24,37347.95,4,4,4,444,Loyal Champion
927,14159.0,216,3,1231.43,2,3,4,234,Others
928,14161.0,128,3,1110.52,2,3,4,234,Others
929,14163.0,65,1,909.6,3,1,3,313,Others
930,14165.0,99,1,122.53999999999999,3,1,1,311,Others
931,14167.0,10,1,148.35,4,1,1,411,Others
932,14171.0,305,1,363.79,1,1,2,112,Others
933,14173.0,250,1,114.04,1,1,1,111,Others
934,14174.0,183,1,134.46,2,1,1,211,Others
935,14175.0,31,1,2016.31,4,1,4,414,Others
936,14176.0,517,1,159.55,1,1,1,111,Others
937,14177.0,216,2,191.32999999999998,2,3,1,231,Others
938,14178.0,30,5,1243.56,4,4,4,444,Loyal Champion
939,14180.0,61,11,2091.27,3,4,4,344,Others
940,14184.0,245,1,452.89,1,1,2,112,Others
941,14185.0,10,1,197.65,4,1,1,411,Others
942,14188.0,91,4,1426.76,3,4,4,344,Others
943,14189.0,61,6,1974.68,3,4,4,344,Others
944,14191.0,64,5,1584.07,3,4,4,344,Others
945,14193.0,276,1,430.85,1,1,2,112,Others
946,14194.0,31,4,1602.2,4,4,4,444,Loyal Champion
947,14195.0,341,1,828.4,1,1,3,113,Others
948,14199.0,220,1,185.39999999999998,1,1,1,111,Others
949,14201.0,62,3,355.12,3,3,2,332,Others
950,14204.0,152,1,161.03,2,1,1,211,Others
951,14208.0,185,1,151.74,2,1,1,211,Others
952,14209.0,40,3,1017.23,4,3,3,433,Others
953,14210.0,254,2,668.61,1,3,3,133,Others
954,14211.0,246,1,220.04,1,1,1,111,Others
955,14212.0,32,1,1070.48,4,1,4,414,Others
956,14214.0,91,3,765.4,3,3,3,333,Others
957,14215.0,188,2,342.16,2,3,2,232,Others
958,14216.0,182,3,1046.3600000000001,2,3,3,233,Others
959,14217.0,40,9,973.69,4,4,3,443,Others
960,14219.0,213,1,89.94,2,1,1,211,Others
961,14220.0,190,1,319.42,2,1,2,212,Others
962,14221.0,254,3,1102.8,1,3,4,134,Others
963,14223.0,124,2,686.23,3,3,3,333,Others
964,14224.0,128,1,251.02,2,1,2,212,Others
965,14226.0,30,2,337.02000000000004,4,3,2,432,Others
966,14227.0,129,1,304.33000000000004,2,1,2,212,Others
967,14229.0,71,1,456.97,3,1,2,312,Others
968,14231.0,96,1,307.76,3,1,2,312,Others
969,14232.0,188,1,310.79,2,1,2,212,Others
970,14233.0,6,2,858.25,4,3,3,433,Others
971,14234.0,91,1,209.48,3,1,1,311,Others
972,14235.0,218,2,1538.31,2,3,4,234,Others
973,14236.0,666,1,189.3,1,1,1,111,Others
974,14237.0,698,1,161.0,1,1,1,111,Others
975,14239.0,160,5,1161.3,2,4,4,244,Others
976,14240.0,91,1,663.49,3,1,3,313,Others
977,14241.0,96,1,213.70000000000002,3,1,1,311,Others
978,14243.0,129,5,1184.56,2,4,4,244,Others
979,14245.0,250,1,688.35,1,1,3,113,Others
980,14246.0,129,1,449.64,2,1,2,212,Others
981,14247.0,191,1,136.77,2,1,1,211,Others
982,14250.0,32,3,1904.05,4,3,4,434,Others
983,14251.0,121,1,482.28000000000003,3,1,3,313,Others
984,14256.0,425,1,523.86,1,1,3,113,Others
985,14257.0,125,4,2479.58,3,4,4,344,Others
986,14258.0,32,5,7609.18,4,4,4,444,Loyal Champion
987,14262.0,61,3,1124.36,3,3,4,334,Others
988,14264.0,126,2,333.97,2,3,2,232,Others
989,14270.0,10,1,492.65000000000003,4,1,3,413,Others
990,14273.0,37,2,218.70000000000002,4,3,1,431,Others
991,14276.0,5,2,778.54,4,3,3,433,Others
992,14277.0,36,1,1637.43,4,1,4,414,Others
993,14282.0,122,4,1178.4,3,4,4,344,Others
994,14284.0,91,1,343.15,3,1,2,312,Others
995,14285.0,303,1,300.6,1,1,2,112,Others
996,14286.0,37,1,2050.08,4,1,4,414,Others
997,14287.0,333,1,93.35,1,1,1,111,Others
998,14288.0,67,1,426.6,3,1,2,312,Others
999,14289.0,7,2,225.78,4,3,1,431,Others
1000,14290.0,276,1,728.5,1,1,3,113,Others
1001,14291.0,33,5,2478.31,4,4,4,444,Loyal Champion
1002,14292.0,2,4,1430.06,4,4,4,444,Loyal Champion
1003,14293.0,162,3,815.1700000000001,2,3,3,233,Others
1004,14297.0,62,2,710.1,3,3,3,333,Others
1005,14298.0,91,10,16044.25,3,4,4,344,Others
1006,14299.0,1,4,1647.72,4,4,4,444,Loyal Champion
1007,14304.0,340,1,383.45,1,1,2,112,Others
1008,14307.0,2,4,1895.3600000000001,4,4,4,444,Loyal Champion
1009,14309.0,30,5,1446.41,4,4,4,444,Loyal Champion
1010,14311.0,37,1,310.26,4,1,2,412,Others
1011,14312.0,38,5,1047.19,4,4,3,443,Others
1012,14315.0,126,3,652.35,2,3,3,233,Others
1013,14317.0,184,1,508.58,2,1,3,213,Others
1014,14320.0,40,1,352.51,4,1,2,412,Others
1015,14321.0,71,1,326.82,3,1,2,312,Others
1016,14326.0,37,1,183.85,4,1,1,411,Others
1017,14329.0,38,1,578.02,4,1,3,413,Others
1018,14331.0,156,1,79.0,2,1,1,211,Others
1019,14332.0,245,1,466.3,1,1,2,112,Others
